Smiles	p_value_original	p_value_trained	active_entry_original	inactive_entry_original	active_entry_trained	inactive_entry_trained	category	accuracy
null	0E0	3,4E-11	0.0	0.0	51.0	3.0	0	0.8774074074074077
N=C(N)C1=CN=CC=C1	1,15E-7	3,57E-9	30.0	1.0	31.0	0.0	0	0.9474193548387102
N1=C(NC(=C1C)N(C)C)CC	0,03233	0E0	8.0	1.0	0.0	0.0	5	0.0
C(=C(C)C)C(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.7766666666666667
null	0E0	0,00027	0.0	0.0	29.0	6.0	0	0.7814285714285715
OC(=NC(C(=C)C)C(C)C)C(=C)C	0,00215	0E0	13.0	1.0	0.0	0.0	2	0.0
null	0E0	0,0206	0.0	0.0	11.0	2.0	0	0.7838461538461539
O(C(N)C)C(C)C	5,3E-21	6,9E-29	109.0	8.0	115.0	2.0	7	0.9267521367521364
O=C(C(=C)C)C(O)(C)C	4,70E-6	1,02E-9	30.0	3.0	33.0	0.0	7	0.848181818181818
null	0E0	0,00115	0.0	0.0	14.0	1.0	0	0.8186666666666667
C=C(C)C(NC)C1(C)(CC1(C(CC)CC))	0,00687	0E0	8.0	0.0	0.0	0.0	5	0.0
OC(C(C)C)C(C)C	2,18E-6	8,24E-8	25.0	1.0	26.0	0.0	7	0.8426923076923073
N=C(NC(C)C)C	3,50E-8	3,3E-10	45.0	5.0	47.0	3.0	0	0.9104000000000003
N=C(C)CNC	5,6E-10	8,7E-15	64.0	9.0	69.0	4.0	0	0.9242465753424661
null	0E0	6,3E-23	0.0	0.0	168.0	26.0	0	0.8815463917525773
C=CC=2C1=CC=CC(=C1C(=C)CC=2C)C	0,02386	0E0	6.0	0.0	0.0	0.0	2	0.0
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.725
OC(C1=CC=CC=C1)(C)C	1,27E-6	1,9E-12	38.0	5.0	43.0	0.0	7	0.8088372093023254
N=1C=CSC=1CN	4,01E-6	0E0	43.0	8.0	0.0	0.0	5	0.0
NCC	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.87
O=C(N)C1=CC=CS1	0,03233	0,00353	8.0	1.0	9.0	0.0	0	0.85
null	0E0	1,8E-21	0.0	0.0	110.0	8.0	0	0.7847457627118647
null	0E0	0,00527	0.0	0.0	16.0	3.0	0	0.8152631578947369
O(C)CCN	1,3E-29	3,0E-40	155.0	11.0	163.0	3.0	0	0.9365060240963853
null	0E0	0,0206	0.0	0.0	11.0	2.0	0	0.8292307692307693
N=C(N)C=1C=CC(O)=C(OC)C=1	3,23E-7	2,89E-7	24.0	0.0	24.0	0.0	0	0.9595833333333338
N=C(O)CC(N=C(O)C)CC(C)C	0,00001	0E0	36.0	6.0	0.0	0.0	5	0.0
CC(Cl)(Cl)Cl	0,00892	0E0	15.0	3.0	0.0	0.0	5	0.0
OC1=CC=CC=C1C	0,00492	0,02092	14.0	2.0	13.0	3.0	0	0.76625
OC(C)CN	0,00013	0,00012	18.0	1.0	18.0	1.0	7	0.9247368421052632
N=2C1=CC=CC=C1SC=2S	0,00647	0,00617	11.0	1.0	11.0	1.0	0	0.7800000000000001
N=C(N)CCC	0,00111	0E0	26.0	6.0	0.0	0.0	5	0.0
null	0E0	5,2E-39	0.0	0.0	235.0	24.0	0	0.821891891891892
C1=CC(=C(C=C1C)C)C	0,03233	0,03126	8.0	1.0	8.0	1.0	7	0.8344444444444444
null	0E0	0,00008	0.0	0.0	15.0	0.0	0	0.8520000000000001
O1C2CCC1C(C)C2	0,00198	0,00189	10.0	0.0	10.0	0.0	7	0.9120000000000001
N=C(O)C=1N=C(NC=1(N))CC	0,03233	0E0	8.0	1.0	0.0	0.0	5	0.0
OC1(C)(CC(=C(C=C)CC1(N(C)C))C)	0,00492	0,00065	14.0	2.0	15.0	1.0	7	0.7812500000000001
null	0E0	0,00101	0.0	0.0	11.0	0.0	0	0.8
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.7000000000000001
O=N(O)C(=CN)N(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8333333333333334
O=C1N(C(C)C)C(C1)S	0,00002	1,01E-6	21.0	1.0	22.0	0.0	7	0.8940909090909092
O=C1CCC2C(C)C(CCC12(C))C(C)(C)C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8742857142857143
O=C(C1=CC=CN1C)N3CCC2(CCN(C(=N)O)CC2)CC3	0,00687	0E0	8.0	0.0	0.0	0.0	5	0.0
null	0E0	9,3E-56	0.0	0.0	539.0	113.0	0	0.863236196319017
N=C(N)C1=CC=CC=C1(O)	7,72E-9	6,70E-9	30.0	0.0	30.0	0.0	0	0.9580000000000005
O=C(C1=CC2=C(N1CC(C(=O)C)=C(N)C)CC(C)C2C(N)(C)C)N3CCCC3	0,02386	0E0	6.0	0.0	0.0	0.0	2	0.0
OC1=C(C=C(C=C1CC(=C)C)C)C	0,00106	0,00101	11.0	0.0	11.0	0.0	7	0.820909090909091
O=C(O)CC(C)(C)C	0,00368	0,00353	9.0	0.0	9.0	0.0	7	0.931111111111111
null	0E0	7,29E-6	0.0	0.0	50.0	12.0	0	0.8796774193548389
OC(C)C(C(C)(C)C)C(C)(C)C	0,00647	0,00054	11.0	1.0	12.0	0.0	7	0.8966666666666666
null	0E0	0,03126	0.0	0.0	8.0	1.0	0	0.7011111111111111
N=C1C=CN=C(O)N1	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.9357142857142857
C=CC=C(C=CC)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8116666666666666
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7949999999999999
null	0E0	3,41E-6	0.0	0.0	43.0	8.0	0	0.8337254901960787
OC(=NC)OC	0,00687	0,00661	8.0	0.0	8.0	0.0	0	0.8275
C=C(C(=CN)C(=C)C)C	0,0128	0,01238	7.0	0.0	7.0	0.0	0	0.8442857142857143
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7166666666666667
N#CC1=CC=C(C=C1)CN(C)C	2,90E-6	0E0	46.0	9.0	0.0	0.0	5	0.0
N=C(N)NCCN	0,00687	0E0	8.0	0.0	0.0	0.0	5	0.0
O=C1C=C(OC=C1C)C(=C)C	0,00016	0,00015	14.0	0.0	14.0	0.0	0	0.9357142857142858
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.8137500000000001
OC(=NC(C=C)=CC)CN	0,01905	0,01834	9.0	1.0	9.0	1.0	7	0.833
CC(Cl)Cl	0,00198	0,00189	10.0	0.0	10.0	0.0	7	0.7460000000000001
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7266666666666666
N=C1N=C(O)C(N)=CN1	0,00106	0,00101	11.0	0.0	11.0	0.0	7	0.8999999999999999
null	0E0	0,00007	0.0	0.0	22.0	2.0	0	0.7908333333333332
NC(C)C(C)CC	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
OCC1=CCN(C)C1C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8728571428571429
OC(=NCC(O)CO)C	0,00368	0,00353	9.0	0.0	9.0	0.0	7	0.9188888888888886
OC(O)C(N)CC	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.96
null	0E0	0,03319	0.0	0.0	10.0	2.0	0	0.6966666666666668
C=CC1=C(C)SC(=C)C(=CC)N1CCC	0,00561	0,00098	16.0	3.0	17.0	2.0	0	0.7726315789473684
null	0E0	0,00202	0.0	0.0	18.0	3.0	0	0.7523809523809524
C=CC(=CC)CCCN	0,0128	0,01238	7.0	0.0	7.0	0.0	0	0.8200000000000001
OC(C(=CC)C)C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.9000000000000001
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.8483333333333333
O=C1C=COC2=CC=CC(O)=C12	0,02386	0E0	6.0	0.0	0.0	0.0	2	0.0
N(=C)C(=CC)C(=C)S	0,00022	0,0002	20.0	2.0	20.0	2.0	0	0.7790909090909092
OC(=C(C=C)C(C)C)C	0,00057	0,00054	12.0	0.0	12.0	0.0	0	0.765
O=C(O)OCC	0,0128	0E0	7.0	0.0	0.0	0.0	5	0.0
N=C(C1=CC=CC=C1)C	3,1E-22	2,6E-26	107.0	6.0	110.0	3.0	0	0.9087610619469021
OC(C=CC=CC)C	0,03233	0,00353	8.0	1.0	9.0	0.0	7	0.7966666666666666
N1(CC)CC2(C1)(CCN(CC2)S)	0,01905	0E0	9.0	1.0	0.0	0.0	5	0.0
OC(=NC1=CC=CC(=C1)C)C	0,0345	0E0	10.0	2.0	0.0	0.0	2	0.0
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.9257142857142858
N=C(CN1CCC(CN)(C1)CC)S	0,02195	0,00465	13.0	3.0	14.0	2.0	7	0.8587499999999999
[Sb].[H].[H].[H]	0,03233	0E0	8.0	1.0	0.0	0.0	5	0.0
O(C)C(C(C)C)C(C)C	0,00003	4,14E-6	29.0	4.0	30.0	3.0	7	0.886363636363636
N=C(NC(=C)C)C	1,9E-56	8,3E-53	301.0	21.0	297.0	25.0	0	0.9073913043478247
OC1(CC)(C2CCCC(C)(C)C2(CCC1(C)(C)))	0,00198	0E0	10.0	0.0	0.0	0.0	5	0.0
N(C)C1CCNCC1	8,84E-7	7,96E-9	36.0	4.0	38.0	2.0	0	0.8915
null	0E0	2,9E-11	0.0	0.0	72.0	10.0	0	0.8320731707317075
O=C1C=NC(=C)C(=NC)N1CC=2C=CC=C(OC)C=2	0,00106	0E0	11.0	0.0	0.0	0.0	2	0.0
O1C=CC(=C1C)C	0,0128	0,01238	7.0	0.0	7.0	0.0	0	0.8714285714285713
OC(=C(O)C)C(=C)C	0,00647	0,00617	11.0	1.0	11.0	1.0	0	0.8758333333333334
OC=1C=CC(C=C)=C(O)C=1	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.8716666666666667
FC(F)(F)O	0,00892	0,00842	15.0	3.0	15.0	3.0	7	0.8566666666666665
FC(C)(C)C(CC)C(C)C	0,00005	0,00004	16.0	0.0	16.0	0.0	7	0.9324999999999998
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7266666666666666
OC(N2C=NC1=C(N=CN=C12)NCC)C	0,01114	0E0	10.0	1.0	0.0	0.0	5	0.0
N=C(N)C=1C=C(C=CC=1(N))C(=C)C	1,4E-50	2,9E-57	223.0	7.0	227.0	3.0	0	0.9465217391304357
null	0E0	1,0E-26	0.0	0.0	116.0	4.0	0	0.8220000000000003
CC(C)(C)[Si]	0,00057	0,00054	12.0	0.0	12.0	0.0	0	0.8675
N=C(N)N1CC(C1)(CC)CC	0,00592	0E0	18.0	4.0	0.0	0.0	5	0.0
N=C1C=CN=C(N1)C	2,2E-42	7,2E-45	161.0	1.0	162.0	0.0	0	0.9526543209876536
N=C1N=C(O)N(C=C1)C(O)C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.9357142857142857
O=C(C1=CC=C(C=C1)C(=N)N)N(C)C	2,71E-6	0E0	28.0	2.0	0.0	0.0	2	0.0
null	0E0	2,11E-8	0.0	0.0	70.0	15.0	0	0.8924705882352942
N1(C)CCCCC1	0,02151	0,0206	11.0	2.0	11.0	2.0	7	0.8330769230769229
N(C)(C)C(C)(C)CC	0,0345	0,03319	10.0	2.0	10.0	2.0	7	0.8516666666666667
C=C(C)C(CC)(C(N)C)C(N)C	0,01327	0,00203	12.0	2.0	13.0	1.0	7	0.8300000000000001
O=C(N)C(=NC)C(=C)S	5,1E-17	1,4E-20	89.0	7.0	92.0	4.0	0	0.9094791666666664
C=C(C)C(NC)C(C)C	0,00004	0,00013	38.0	8.0	37.0	9.0	0	0.851086956521739
O=C(C(C=C)=CC)N(C)C	3,4E-10	6,1E-14	65.0	9.0	69.0	5.0	0	0.9143243243243249
O=C(N3CCC2(CCN(C(O)=NC1=CC=CC(=C1)C)CC2)CC3)C	0,00057	0E0	12.0	0.0	0.0	0.0	5	0.0
O(CC)C(C)(C)C	0,00368	0,03126	9.0	0.0	8.0	1.0	7	0.7311111111111112
N=C(N)N(C(=C)C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8300000000000001
N1CCC(C)CC1	0,01114	0,01067	10.0	1.0	10.0	1.0	7	0.8736363636363634
O(C=1C=C(C(=CC=1(OC))C(N)C)C)C	0,00198	0,01834	10.0	0.0	9.0	1.0	7	0.851
O=C(O)NC1=NC(=C(N1)C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.83
C1=CC(=C(C=C1Cl)Cl)C	0,00022	0,00002	20.0	2.0	21.0	1.0	0	0.8627272727272728
N(C)CCCCC	0,00561	0,00098	16.0	3.0	17.0	2.0	7	0.8247368421052631
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.715
OC1=CC=CC2=CC=CC=C12	0,00687	0E0	8.0	0.0	0.0	0.0	2	0.0
O=C(N2CCC1(CN(C(=N)O)CCC1)(CC2))C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8166666666666665
O=C1C=C(OC2=CC(O)=CC(O)=C12)C	0,01905	0E0	9.0	1.0	0.0	0.0	2	0.0
FC(F)(F)C=1C=CC=C(N)C=1	1,19E-9	1,02E-9	33.0	0.0	33.0	0.0	0	0.8045454545454542
O=C(C=N)N(C)C	9,6E-31	5,7E-31	111.0	0.0	111.0	0.0	0	0.9448648648648645
N=C(O)C(C(=N)C)=C(O)C	4,56E-6	9,3E-14	45.0	9.0	53.0	1.0	7	0.8751851851851848
O=N(O)C1=CC=CC(=C1)C(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.8550000000000001
O=C(N(C(=N)C)C(C)C)C	3,2E-22	1,9E-27	95.0	3.0	98.0	0.0	0	0.9388775510204078
null	0E0	0,02092	0.0	0.0	13.0	3.0	0	0.7587500000000003
OC=1C=CC(=C(C=1(O))C(=C)C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.875
null	0E0	0,00054	0.0	0.0	12.0	0.0	0	0.6349999999999999
null	0E0	0,01265	0.0	0.0	12.0	2.0	0	0.7814285714285715
O=C(OC)C(O)(C)C	0,00032	0E0	31.0	7.0	0.0	0.0	5	0.0
O=S(=O)(O)C1=CC=CC(N)=C1	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
null	0E0	0,01334	0.0	0.0	14.0	3.0	0	0.7382352941176472
C[Si](C)(C)C	0,02151	0E0	11.0	2.0	0.0	0.0	2	0.0
C=1C=C(C=C(C=1)C)C2=CC=C(C=C2)N(C)C	0,00198	0,00189	10.0	0.0	10.0	0.0	0	0.946
C1=CCN(C=C1)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
O=C(OCC)C(=C(N)C)C(N)C	0,0128	0,01238	7.0	0.0	7.0	0.0	0	0.8614285714285713
null	0E0	0,00008	0.0	0.0	27.0	4.0	0	0.7751612903225807
O=C1C(=NC(=CN)C(=N)N1C(C)C)C2=CC=C(OC)C=C2	0,00368	0E0	9.0	0.0	0.0	0.0	2	0.0
OC(OC=C)(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8183333333333332
null	0E0	0,00189	0.0	0.0	10.0	0.0	0	0.86
O=C1N=C(O)C=CN1C(O)C	0,00198	0E0	10.0	0.0	0.0	0.0	5	0.0
null	0E0	0,0077	0.0	0.0	13.0	2.0	0	0.7573333333333333
null	0E0	1,2E-33	0.0	0.0	319.0	67.0	0	0.8316580310880827
O=C(C1=CC(=CC(=C1)C)C)N2CCC3(CC2)(CCN(C)CC3)	0,00002	0E0	24.0	2.0	0.0	0.0	5	0.0
OC(=NC(C)C)C(CC)C(N)C	3,5E-11	5,5E-19	61.0	6.0	67.0	0.0	7	0.9177611940298512
N2CCC1(CN(CC)C1)CC2	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.88
O=C(O)C(N=C(O)C)CC(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
O=C(C(O)=C)N2CCC1(CN(C(=N)O)C1)CC2	0,00687	0E0	8.0	0.0	0.0	0.0	5	0.0
O=C(N2CCC1(CCN(C(O)=NC(C)C)CC1)CC2)C	0,03233	0E0	8.0	1.0	0.0	0.0	5	0.0
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.7599999999999999
N=C(N)NC(C)C	0,00001	0,0206	18.0	0.0	11.0	2.0	7	0.8915384615384616
N=C(O)NC1CCCCC1	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.7666666666666666
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.76
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.77
null	0E0	1,26E-7	0.0	0.0	68.0	16.0	0	0.8096428571428567
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.6525
null	0E0	0,01834	0.0	0.0	9.0	1.0	0	0.7649999999999999
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.6375000000000001
null	0E0	7,3E-33	0.0	0.0	256.0	42.0	0	0.8614429530201336
NC1CC1	1,3E-52	1,5E-65	244.0	10.0	252.0	2.0	0	0.9394488188976378
OC(C)CC(O)C	8,15E-7	2,03E-9	44.0	7.0	47.0	4.0	7	0.8096078431372549
CC(C)(C)CC(C)(C)C	0,00057	0,00054	12.0	0.0	12.0	0.0	7	0.8683333333333333
N1(C)CCC(C)(C)C1	0,03233	0,03126	8.0	1.0	8.0	1.0	7	0.8244444444444444
null	0E0	0,00012	0.0	0.0	35.0	8.0	0	0.8009302325581393
NCC1(CN(C)CC1)(CC)	0,03233	0,03126	8.0	1.0	8.0	1.0	7	0.8244444444444444
O=C(C(C=C)=C(O)C)C	0,00032	0E0	31.0	7.0	0.0	0.0	2	0.0
CC(C)Cl	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.9385714285714286
N=C(N)C=1C=CC=C(OC)C=1	2,68E-8	2,35E-8	28.0	0.0	28.0	0.0	0	0.9578571428571434
O=C(C(C(=N)C)=C(O)C)N1CCCC2(C1)(CN(CC)CC2)	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.9433333333333334
OC(=NC(=C)C)CN(C)C	0,00368	0E0	9.0	0.0	0.0	0.0	5	0.0
N(=C)C(=NC)NCC	7,4E-17	0E0	85.0	6.0	0.0	0.0	2	0.0
O=C(O)C=1C=CC(O)=C(OC)C=1	0,03233	0E0	8.0	1.0	0.0	0.0	5	0.0
OC(=NC(C)C)N(CC)CC	0,00008	0E0	34.0	7.0	0.0	0.0	5	0.0
null	0E0	0,01265	0.0	0.0	12.0	2.0	0	0.8000000000000002
OC(C)C(NC)C(O)C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.9242857142857144
OC1CCC(C)(C)CC1(C)(C)	0,00177	0,00021	16.0	2.0	17.0	1.0	7	0.9116666666666665
C=CC2=C(C)SC1=CC=CC=C1N2CCC	0,00561	0E0	16.0	3.0	0.0	0.0	2	0.0
NC(C)CCCCC	0,03233	0,00353	8.0	1.0	9.0	0.0	7	0.6922222222222221
OC(=NOC)C	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.915
OC(=C)C(C(=C)C)=C(C)C	0,00037	0,00034	19.0	2.0	19.0	2.0	0	0.8733333333333333
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7166666666666667
N=C(N)C1=CC=CC=C1(N)	7,6E-60	6,3E-64	244.0	4.0	246.0	2.0	0	0.9477016129032264
O(C=C)C=C	1,8E-19	1,9E-21	75.0	1.0	76.0	0.0	0	0.9576315789473683
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7166666666666667
N1=CC=C(C=C1)N2CC3(C2)(CCN(C)CC3)	1,12E-6	0E0	22.0	0.0	0.0	0.0	5	0.0
N(=C(C(=C)C)C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.7933333333333333
N=C(N)C(=CO)C=C	1,19E-9	1,02E-9	33.0	0.0	33.0	0.0	0	0.9600000000000006
O=C(N(C(=N)C)CCC(=C)C)C	4,8E-13	3,4E-14	69.0	6.0	70.0	5.0	0	0.901866666666667
O=C(O)C(N(C)C)C(C)C	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
C=CC(=CC)C(=C)N	1,5E-11	9,7E-16	105.0	23.0	111.0	17.0	0	0.8491406249999995
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.7683333333333332
C1=CC=C2C(=C1)NC=C2CC	3,93E-6	3,25E-6	54.0	13.0	54.0	13.0	7	0.843432835820896
N=C(N)C(=CC)C(=C)C	1,2E-22	1,0E-24	87.0	1.0	88.0	0.0	0	0.9443181818181814
O(C)C(C)C	1,1E-13	3,4E-11	53.0	1.0	51.0	3.0	7	0.8590740740740742
O=C(O)C(C)C(O)C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.9457142857142857
FC1=CC=C(C=C1)NC	2,22E-9	1,91E-9	32.0	0.0	32.0	0.0	0	0.9575000000000002
OC(C(=C)N)=C(C)C	0,01905	0E0	9.0	1.0	0.0	0.0	5	0.0
C=1C=C(C=CC=1N(C)C)C	3,6E-10	2,6E-10	91.0	20.0	91.0	20.0	0	0.8558558558558553
O(C1=CC=C(C=C1)CC)C(=C)C	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8657142857142858
OC(OC(C)C)(C)C	4,62E-7	5,61E-9	40.0	5.0	42.0	3.0	7	0.8762222222222218
FC=2C=CC=C(N=C(O)N1CC(C1)(CC)CC)C=2	0,01327	0E0	12.0	2.0	0.0	0.0	5	0.0
OC1(C)(CCC(C(C)C)C1(C)(C))	0,00014	0E0	35.0	8.0	0.0	0.0	5	0.0
null	0E0	0,03319	0.0	0.0	10.0	2.0	0	0.6983333333333333
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.86
O=C(N(C)C)CO	7,16E-8	2,5E-12	54.0	9.0	59.0	4.0	7	0.8653968253968256
O=C(C1=CC2=C(N1CC(=N)N)CCC2C)N(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	1	0.5966666666666666
null	0E0	0,00004	0.0	0.0	40.0	9.0	0	0.7936734693877551
N(C(=C(C)C)C)C	0,0003	0,00027	29.0	6.0	29.0	6.0	0	0.8059999999999997
null	0E0	0,0077	0.0	0.0	13.0	2.0	0	0.8113333333333332
N(=C(NN)NC)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8500000000000001
O=C(C=1C(=NOC=1C)C)N3CCC2(CN(CC)CCC2)(CC3)	0,00198	0E0	10.0	0.0	0.0	0.0	5	0.0
N(=C)CCCC(N)C	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.89375
C=CC(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.9249999999999999
null	0E0	2,1E-11	0.0	0.0	114.0	28.0	0	0.8411267605633801
C=1C=C(C=CC=1C)CC	0,00811	0E0	13.0	2.0	0.0	0.0	5	0.0
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.8542857142857142
null	0E0	0,00465	0.0	0.0	14.0	2.0	0	0.8806250000000002
null	0E0	0,00465	0.0	0.0	14.0	2.0	0	0.8518749999999999
NN(C)CCN	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8700000000000001
O=C(O)C(=CC)CC	0,0128	0,01238	7.0	0.0	7.0	0.0	7	0.8
O	3,23E-7	2,89E-7	24.0	0.0	24.0	0.0	0	0.9275000000000002
NC(=CSC)C	0,00379	0,00353	19.0	4.0	19.0	4.0	7	0.8286956521739129
O=S(=O)(O)CC	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.84625
FC=2C=CC=C(N=C(O)N1CCC(C)(C)CC1)C=2	0,00811	0E0	13.0	2.0	0.0	0.0	5	0.0
OC(C)CN(C)(C)C	0,00009	0,00008	15.0	0.0	15.0	0.0	7	0.9273333333333332
N=CN(C(=C)N)C(O)C	0,00217	0,00034	18.0	3.0	19.0	2.0	7	0.895238095238095
OC(C)(C)C(N(C)C)C(C)(C)C	0,00687	0,00661	8.0	0.0	8.0	0.0	7	0.90375
null	0E0	1,29E-7	0.0	0.0	57.0	11.0	0	0.8049999999999999
OC(C(C)C)C(O)(C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.9066666666666666
null	0E0	1,3E-13	0.0	0.0	108.0	20.0	0	0.8669531249999985
null	0E0	0,01238	0.0	0.0	7.0	0.0	0	0.83
O=C(C(=N)C)N2CCC1(CN(CC)CCC1)(CC2)	0,0345	0,00054	10.0	2.0	12.0	0.0	7	0.8616666666666667
NC(C)SCC	0,00002	1,95E-6	24.0	2.0	25.0	1.0	7	0.9153846153846152
C1=CC=C(C=C1)Cl	6,93E-8	5,7E-13	70.0	16.0	77.0	9.0	0	0.8983720930232555
C1=CC=C(C=C1)N(C)C	6,3E-20	4,5E-20	71.0	0.0	71.0	0.0	0	0.9019718309859159
FC(F)(F)C=1C=C(C=C(C=1)C(F)(F)F)CO	0,02386	0E0	6.0	0.0	0.0	0.0	2	0.0
N(=C)C(=CN)C	3,9E-12	5,5E-19	62.0	5.0	67.0	0.0	0	0.9323880597014931
OC=1C=CC(=CC=1C(C)(C)C)C	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.57
N=NNN=C	0,0345	0E0	10.0	2.0	0.0	0.0	5	0.0
O=C(O)C(O)(C)C	0,01114	0E0	10.0	1.0	0.0	0.0	5	0.0
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.6133333333333332
OC(C)C(N(C)C)CC	0,00004	3,52E-6	23.0	2.0	24.0	1.0	7	0.8927999999999998
O(C(=CC)CN)C	1,68E-7	0E0	70.0	17.0	0.0	0.0	2	0.0
null	0E0	0,0077	0.0	0.0	13.0	2.0	0	0.8133333333333332
O=S(=O)(C1=CC=CC=C1)N3CCCC2(CN(CC)CC2)(C3)	0,0345	0E0	10.0	2.0	0.0	0.0	2	0.0
OC(N2C=NC1=C(N=CN=C12)N)C	2,07E-7	0,00353	29.0	1.0	9.0	0.0	7	0.8944444444444444
null	0E0	1,20E-8	0.0	0.0	82.0	20.0	0	0.7974509803921563
O=S(=O)(NC(=C)N)C(C=C)=CC	0,01327	0E0	12.0	2.0	0.0	0.0	5	0.0
OC(=NC(C)C)CC(N)C	5,6E-18	0E0	175.0	39.0	0.0	0.0	5	0.0
null	0E0	0,00008	0.0	0.0	15.0	0.0	0	0.7766666666666667
null	0E0	0,00004	0.0	0.0	33.0	6.0	0	0.8628205128205128
NCCCCCN	0,02386	0,02319	6.0	0.0	6.0	0.0	7	0.8166666666666668
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.6333333333333333
N(=C)C(=NC)N(C)C	1,0E-31	1,5E-44	357.0	88.0	377.0	68.0	0	0.8729438202247165
N=C(N)C=CN	1,0E-30	5,2E-31	163.0	12.0	163.0	12.0	0	0.9474857142857139
FC1=CC=C(C=C1)CN	1,22E-6	2,0E-13	61.0	15.0	70.0	6.0	0	0.8882894736842106
N=C(O)N1CC(C1)(CC)CC	5,6E-10	0E0	90.0	20.0	0.0	0.0	5	0.0
C=C1C=CC(=CC)C(=C)C1	0,02386	0,02319	6.0	0.0	6.0	0.0	0	0.8216666666666668
N=C(C)CCC	8,7E-13	6,4E-16	100.0	18.0	104.0	14.0	0	0.8828813559322033
O=C(O)C(=C)N	3,86E-7	5,8E-10	43.0	6.0	46.0	3.0	7	0.8628571428571424
OC(C)C(C)C(O)C	1,94E-8	5,4E-10	33.0	1.0	34.0	0.0	7	0.8473529411764703
O=C(O)C(N=C(O)C(=C)C)CC	0,02386	0E0	6.0	0.0	0.0	0.0	5	0.0
null	0E0	0,00661	0.0	0.0	8.0	0.0	0	0.8175
null	0E0	0,02319	0.0	0.0	6.0	0.0	0	0.88
N=C(N(CC)CC)C	1,5E-14	1,7E-15	101.0	15.0	102.0	14.0	0	0.8915517241379303
